Id,SalePrice
0,125158.83865307576
1,153506.60482938695
2,178811.85293841016
3,187163.09125736947
4,198004.4541306888
5,177435.75990601475
6,176495.18288709386
7,164445.82144666204
8,186400.788633849
9,121829.52860584231
10,208129.66110487425
11,92048.30026843495
12,99535.83017515161
13,153054.93711932446
14,133775.32857263225
15,379005.7514693212
16,264373.33647230227
17,281673.91222729755
18,289046.5402671827
19,457790.8795781221
20,336960.1105733785
21,207284.3623357605
22,165638.70007718302
23,171614.48557189567
24,173918.54673887545
25,191094.33930322155
26,394808.65742528066
27,240750.25510204653
28,203411.88721810424
29,214373.962769147
30,195053.88508936376
31,94140.50939788802
32,186334.3259250268
33,304972.77445008344
34,314972.11348754825
35,230344.7137659839
36,185996.46936478966
37,159672.9619302989
38,158997.715408788
39,143390.54041097246
40,168357.9461089369
41,146332.00608792447
42,286220.4246507444
43,238500.2969104867
44,220390.14763047302
45,184050.9501542715
46,226238.79625880177
47,196000.1478770458
48,167809.58375387423
49,145742.53530059502
50,143581.35796299946
51,171589.595783963
52,149371.12159305494
53,150620.4947416786
54,189392.5593258629
55,159034.1394750234
56,159278.49773241588
57,133628.40057034203
58,227066.06991689533
59,133115.49489039168
60,135473.18427322202
61,165603.82094017
62,110226.3467342578
63,126634.83292491155
64,126859.26260271575
65,127859.0093518015
66,105460.43365715712
67,134478.45055089722
68,152860.0832414405
69,189369.78834822227
70,102028.15061257384
71,102517.73994484472
72,134775.60343597483
73,121919.2823637482
74,158633.91715631087
75,112695.12345861568
76,73856.55402507602
77,174338.24417512346
78,196805.49237729312
79,94805.02052147425
80,140778.87348624275
81,141836.98795151775
82,212649.53345075433
83,78023.8202125548
84,104997.47075210021
85,122496.2994920549
86,127949.77118882445
87,132680.7133829789
88,108017.66172940111
89,138484.8494085876
90,111459.62022013495
91,126321.84546592056
92,154513.9953882142
93,116807.75689626981
94,152390.3070661522
95,74864.31085173062
96,104728.08995686965
97,82775.30709332382
98,81219.94498635396
99,143614.9243171473
100,108188.6450265731
101,129932.9347401067
102,117405.42538350617
103,157910.25535106193
104,148592.06203818525
105,242394.56504704905
106,75521.67315880083
107,228895.28574375645
108,139222.2818914142
109,129788.61759295243
110,122013.49363704838
111,148996.4191857094
112,239154.06495259522
113,121081.64181946786
114,217255.7692256724
115,214679.01804253116
116,199739.62004750234
117,147191.88619443707
118,142860.6486357345
119,189135.4040963914
120,140351.80672746434
121,128122.17358531558
122,328580.6521035774
123,233620.26962035883
124,139976.50062932537
125,73494.19321527283
126,100499.91254048151
127,149970.8341574623
128,102579.82320553949
129,134448.9786568556
130,100087.16749332807
131,115739.4225391134
132,130857.98871965839
133,107452.80634162508
134,111696.48148551493
135,234398.81683894168
136,180040.08944580067
137,206518.3614093169
138,185739.51256848252
139,182786.9764421589
140,70262.65159274677
141,110659.94066047878
142,101408.19058346623
143,271177.79555169074
144,248211.45025909814
145,166695.7782408002
146,166335.40096826162
147,209217.4877113143
148,195657.55248765124
149,151684.5441501581
150,143911.28897108822
151,171509.36618207657
152,155126.6586026894
153,126816.68706525894
154,82342.04094130057
155,76641.19541637387
156,88910.59791836084
157,126596.21494373945
158,141529.62385243346
159,141951.94851157663
160,131972.20184592583
161,138820.39726947868
162,279368.0066058569
163,203835.4408298775
164,121322.53531537426
165,173190.02578014805
166,183888.30051833877
167,284488.53203901823
168,181442.91677727795
169,366951.6177487069
170,215396.95550936405
171,248276.56375077963
172,169104.88570381945
173,184000.95271299707
174,183982.16671714568
175,154457.4185947722
176,171977.05777754975
177,203733.58203629978
178,188122.77635711824
179,275559.8206515242
180,182249.4534336962
181,216479.42117523227
182,225254.62705211464
183,224733.3128626012
184,184583.4921043637
185,155470.20668168532
186,167495.0479279205
187,135654.52775609048
188,133366.97594843825
189,115392.53461952524
190,121293.09456129956
191,93743.23683626839
192,95616.29580297688
193,163291.57462992298
194,156766.23745239034
195,150644.67428647523
196,154987.63095290598
197,153445.07933508567
198,141413.9563396093
199,149259.91122382728
200,435627.64906024945
201,418407.95630003005
202,411576.99701396516
203,424425.04687536875
204,292095.8810706726
205,321040.1965492261
206,405629.5139551697
207,331244.47312390024
208,288398.08589746186
209,334898.6750761377
210,248981.2264889673
211,419997.0387427594
212,297659.53524471377
213,246765.6551628297
214,175538.26279086244
215,177718.2644114307
216,207261.44727111622
217,402618.37295208016
218,368456.04873675195
219,308134.2218986118
220,235015.31066778037
221,304633.77657474077
222,177538.25482625945
223,171166.00910823472
224,177683.2787962559
225,177837.0505357714
226,167764.39601663826
227,184923.64042729384
228,190296.2934655961
229,192372.72381530766
230,175975.25814287932
231,281945.015477112
232,165967.17879502583
233,184541.14180542174
234,167828.14439386647
235,276927.5284885259
236,169595.61027401392
237,397612.4710628854
238,327148.95967228315
239,243985.85318349802
240,269231.61727121426
