Id,SalePrice
0,125530.51681448764
1,153033.80152073616
2,186197.34107141255
3,185911.9480446509
4,216259.87188009254
5,176489.8056882205
6,178032.07921220717
7,166244.46610036446
8,181825.0675934488
9,113064.09424494073
10,198214.25809407322
11,88359.94968105807
12,106760.34672069838
13,148548.324182
14,138938.4865804846
15,386619.4178803931
16,259623.87588558855
17,289666.5939606539
18,259496.82253706764
19,473169.60347535205
20,338744.2557674161
21,204961.26635872776
22,154541.15062762992
23,184442.9214736689
24,172378.90437136017
25,192404.9315838371
26,382257.8565714563
27,214927.80257094052
28,225445.88121881045
29,199061.8538526469
30,190354.14867988921
31,99944.16060620207
32,180951.47316418495
33,283780.04109715973
34,281782.13996846275
35,220078.8668099497
36,195010.59835318546
37,156796.7947103247
38,154856.39977469287
39,156452.93920139218
40,160305.59612126913
41,163308.93384783453
42,289023.1006067849
43,233965.63752651942
44,216499.40687560604
45,184932.4741169964
46,213744.35042626935
47,204960.83780891733
48,170048.10887642275
49,149030.25874255592
50,146670.28359613358
51,170500.46917166314
52,145345.13387890274
53,172956.29546447867
54,182366.85968254544
55,146718.168988321
56,156398.83192448702
57,121509.93037776838
58,215309.4490404747
59,135903.92917633295
60,141467.69691133057
61,165997.08377237982
62,110859.90480423324
63,123806.6469811748
64,127074.49000883473
65,131640.7041264627
66,105057.96452882302
67,124142.3564862006
68,150790.56485678162
69,173109.05108774803
70,121905.51088902725
71,103211.80974600582
72,150410.42628037586
73,112719.48770655706
74,156455.726778177
75,114545.79305057625
76,80970.71205392004
77,168763.04767332278
78,162494.43001317093
79,100225.56152956272
80,140720.66977954464
81,143630.8260263571
82,218354.37106979106
83,69786.10811141973
84,101441.27926259376
85,131409.8087608296
86,132879.75214090338
87,133893.4065322963
88,118609.18877992437
89,140374.83808382615
90,116076.93670825688
91,134851.9540164106
92,146521.23916617403
93,108897.15772058426
94,175768.26585394458
95,101789.49454551496
96,115230.4183266886
97,81676.51178604347
98,101215.80811045994
99,139993.0964327249
100,127297.62657309082
101,125229.8065480809
102,116925.7523410604
103,157473.12817110989
104,152907.85221560448
105,215357.99189759212
106,74142.31241570359
107,236185.86021581214
108,138282.53110580196
109,132093.715668358
110,131729.75598831245
111,148690.4166734751
112,227403.9243712593
113,85445.22253108707
114,197187.96097738767
115,233190.29910557525
116,215627.20597509964
117,132007.98647765568
118,140427.72851415462
119,193977.34814019746
120,143543.6620999872
121,129128.36351313665
122,331264.3851096763
123,235665.4521994525
124,140545.85710707572
125,64197.54091959425
126,105089.22422508664
127,147154.54664391238
128,106700.07487537715
129,134773.98176944477
130,102455.9403140459
131,117622.75351383051
132,117354.02081660682
133,122351.51365756456
134,114195.8059229962
135,226901.78480393995
136,170491.31595632216
137,176306.89590812326
138,185615.77664163365
139,181121.7904414615
140,81019.98750610463
141,109934.37936216002
142,88668.04939188647
143,269443.4683934861
144,248495.29683747707
145,173574.5431227603
146,157146.95410855405
147,220786.3749037651
148,210706.27983031565
149,166089.18462131938
150,142999.94387013337
151,156089.63416255807
152,162136.04565681663
153,116644.7620611914
154,90898.57780575391
155,79947.02135838864
156,92109.66182808217
157,124372.00361598823
158,139083.83565541793
159,129240.10208332195
160,141720.40694117657
161,157716.84256591304
162,301695.4156595026
163,217481.06465638644
164,121062.81226195376
165,168148.41984664902
166,188509.35868010262
167,275766.881098638
168,171989.545878021
169,381694.2476260237
170,224997.96705190965
171,260996.1268656214
172,168560.11167998333
173,184679.5883080315
174,180938.951223579
175,155429.10073956536
176,180359.42698324623
177,198395.17332338396
178,179757.5955967859
179,248725.98267877303
180,188393.62615802634
181,216951.30737994838
182,221023.29723696155
183,225595.5587513098
184,179491.23211800185
185,155247.90332405223
186,153353.16566527393
187,132066.46768619385
188,138749.46475641435
189,120237.38925806453
190,117468.29983800786
191,91007.82711450035
192,96497.97526529073
193,146083.01539819175
194,156471.53089708247
195,149102.98704966725
196,155524.74406478676
197,142350.55664333928
198,115620.03256989652
199,152338.85810859984
200,439916.16976313246
201,372444.79631940695
202,383380.73721618793
203,377581.54479733994
204,306234.50460876606
205,310146.2453878227
206,397744.4727920728
207,332730.5145998849
208,279039.91315755027
209,340178.03301864065
210,266643.86590753804
211,520826.0585155858
212,304199.95975732064
213,250664.1705353341
214,184502.80430843792
215,179264.71830539333
216,214738.27454536493
217,451222.2468856076
218,385753.12406134524
219,309383.5197410505
220,262728.71892011253
221,311752.41981714877
222,177854.85539265268
223,167704.2065891868
224,177872.90231548354
225,166560.95431858455
226,165838.88035470137
227,184342.2043038693
228,193441.23888123565
229,188581.78277597032
230,179908.7349607637
231,262754.07975689316
232,165981.08869881267
233,180967.005530837
234,164910.1075509204
235,269453.0602770415
236,165791.30289029545
237,386850.4444243908
238,346103.5579553866
239,245957.9708300323
240,260216.38720767284
241,245895.79126700968
242,245527.20048476697
243,280388.9119124626
244,225548.0984917588
245,455827.3701924298
246,226019.68883768655
247,215297.96034277757
248,278200.3846699733
249,230607.24036038935
250,271462.9806073465
251,235441.0262234072
252,244355.79798880196
253,220112.44115464238
254,210890.15061850776
255,182401.47054757466
256,167131.07397468755
257,121780.18774570008
258,199969.74704560678
259,258751.2668677763
260,160409.6098278194
261,115421.77556051785
262,154519.32244791952
263,217273.47299011814
264,227248.17153602059
265,189918.5948653117
266,162238.27756115465
267,179680.728807846
268,169170.2260654653
269,167843.039963549
270,119197.0485900936
271,131872.17353914704
272,116044.05853806555
273,124194.7474042691
274,128537.01876783211
275,116700.41542421537
276,363630.6199982235
277,214318.57340531604
278,227035.95876958568
279,175694.0876615174
280,187049.02220921003
281,161841.07406723895
282,159243.36948521825
283,308371.69727521786
284,221697.87885071978
285,199317.12532766108
286,216742.47761132554
287,213982.9386272607
288,155262.3163098594
289,134871.92202039677
290,229409.41053264102
291,121757.98993352188
292,127992.44145797874
293,203271.54956756448
294,170031.2268345313
295,122617.59257182252
296,122420.06536709736
297,153521.22621373614
298,158104.28669110517
299,152895.7735553221
300,149226.28037763754
301,174861.8534271075
302,171112.18384815822
303,116680.6168698611
304,158856.57712737937
305,172539.8641245247
306,204003.79087004473
307,138955.90418016835
308,153721.47777659874
309,137983.29852613658
310,136022.10882269355
311,131866.9737653943
312,129943.89931999393
313,116847.24756342423
314,131696.53711440417
315,121619.0334221328
316,119049.24448300342
317,128800.99878199086
318,114514.77263738823
319,175380.37389198045
320,134127.51915622546
321,92658.17805630161
322,133107.52536295567
323,112564.05956067919
324,124863.43972865761
325,153015.98490540683
326,158865.657374482
327,52525.24195691642
328,94144.8870667647
329,82879.72650621338
330,177556.25290537282
331,154714.05241073619
332,129358.57941616
333,145933.1184628714
334,136445.0889472157
335,126198.77428281038
336,118896.48546954211
337,132074.04283249457
338,116542.26634703299
339,129702.63647772986
340,120733.87820779532
341,132044.1730361033
342,148927.9118289822
343,139011.3876207292
344,135847.95526119642
345,109952.96383129945
346,138285.23674060116
347,123733.64192154485
348,111216.40775820769
349,140368.75196929235
350,105435.8833830618
351,106600.02398464594
352,121994.38323382787
353,99962.10834008249
354,60659.096199754465
355,96797.2768038137
356,99675.54569681478
357,136861.61969989055
358,108435.18827194479
359,71858.01916395193
360,113786.12348515107
361,153387.98526519223
362,53065.561833741085
363,135188.87754739053
364,140052.80588667287
365,99809.11943422793
366,112780.36355800145
367,140332.34876047057
368,114666.38725243538
369,142929.84156196326
370,154552.11919017934
371,110919.06210640386
372,138402.83391902433
373,118070.4915279288
374,159085.30460525572
375,128926.61286160683
376,97190.30386377733
377,123021.12792261012
378,84332.89874178299
379,176732.95913263364
380,152921.89011084908
381,84917.5181223317
382,132967.8702227398
383,127557.4807992713
384,138604.46527727175
385,150411.33725338662
386,161005.1210104599
387,55661.83568476705
388,103378.18304486107
389,124459.60265348236
390,157497.29733456572
391,129379.29782462429
392,135141.26021325513
393,176419.51954750824
394,138314.06145409044
395,226690.7785898641
396,147417.6339929514
397,137124.91289146306
398,120735.4697693696
399,154628.7534361147
400,121398.54887768315
401,258776.1247646253
402,251575.9485648534
403,251575.9485648534
404,327084.6292040735
405,339894.46289903263
406,246178.71296646178
407,319158.28415425203
408,196378.23628150055
409,232878.18340405088
410,255453.7334052751
411,166184.9378477617
412,224600.5648280612
413,136540.31533988428
414,197887.66615775548
415,188639.47940417577
416,208557.35197129895
417,219685.75965249847
418,138104.35411286083
419,134129.96113218402
420,228420.62150456855
421,238136.92516003177
422,193457.54033592896
423,213302.62896401642
424,248760.94021304382
425,319552.6368330785
426,191318.52252926398
427,271261.5586286014
428,164846.7315558017
429,132367.9259394624
430,143756.75553414924
431,97134.82910721138
432,143279.33822704887
433,119507.79300060219
434,141789.94819888115
435,122015.19771044192
436,120463.94692297718
437,104207.21141014958
438,130105.19407142482
439,155125.22621379307
440,169815.09160871577
441,124143.31870294588
442,219489.3005115364
443,144509.23043308454
444,175264.48753067336
445,162666.411566556
446,196152.65783603038
447,116536.19649491787
448,137726.6654169429
449,125188.6794768689
450,199804.03083157007
451,258376.639978424
452,151863.7845411667
453,69530.04783333189
454,311000.8480989851
455,61929.61876679057
456,253896.53850137303
457,136578.51111507392
458,160418.8216760426
459,137270.44395733593
460,426036.4998430838
461,338467.7568081959
462,217376.65427726932
463,208787.9970180568
464,213852.76792231976
465,390723.3272886907
466,137611.70982307717
467,157773.1085773451
468,123182.75729980141
469,131045.57094222297
470,135149.04671634763
471,142909.83689725783
472,195600.56487448927
473,185002.88267195196
474,173849.5665352275
475,193396.25178853894
476,185970.04606444723
477,159577.74711395893
478,255195.55769953958
479,213072.79123859538
480,172771.6405498976
481,200695.4768987028
482,199806.61907850025
483,336180.08244348073
484,393537.014768826
485,141374.25135868392
486,323369.9687070183
487,173647.57380078267
488,233629.09076932463
489,177817.68631909226
490,266218.1203633458
491,214914.7826048115
492,172102.9575048772
493,183348.60717328693
494,130060.2120998493
495,236876.4753451895
496,152204.37593569123
497,300007.2008401457
